qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	anthesisDate	silkDate	notes	leafDimHtDate	earHt	flagLeafHt	tasselTipHt	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	earFillLen	earWidth	shelledCobLen	shelledCobWidth	shelledCobWt	kernelsPerEar	kernelMass	kernelColor	kernelStriping	kernelsPerRow	kernelRows	hundredKernelWt	moistureCorrectedStarch	moistureCorrectedProtein	moistureCorrectedOil	moistureCorrectedFiber	moistureCorrectedAsh	pctMoistureNIR	latitude	longitude	yieldPerAc	plantDensity	pctRootLodge	pctStalkLodge	plantDate	totalStandCt	plotLen	daysToAnthesis	daysToSilk	moistureCorrectedKernelMass	moistureCorrectedHundredKernelWt	earLen	earWt	lbsNPerAc	ASI	GDDToAnthesis	GDDToSilk	ASI.GDD	exp
22-C-1584456	Crawfordsville	1584456	A	Low	Non-Irrigated	2	7	7	PHW52 X PHZ51	Hybrid	NA	NA	Check	NA	104	252	NA	2022-10-07	17.14	13.7	NA	NA	NA	4.34775	19.0603333333333	2.475	26.7333333333333	579	179.766666666667	NA	NA	NA	14.5	31.0477835348302	NA	NA	NA	NA	NA	NA	41.199208	91.487193	155.616876995532	29000	0	0	2022-05-11 00:00:00	58	17.5	NA	NA	-39.8766197051775	-6.88715366237953	19.12	198.05	75	NA	NA	NA	NA	LC_4352
22-C-1584433	Crawfordsville	1584433	A	Low	Non-Irrigated	2	8	7	PHK56 X W606S	Hybrid	NA	NA	Check	NA	96	255	NA	2022-10-07	15.07	14.9	NA	NA	NA	4.29675	17.3026666666667	2.69533333333333	22.5	528.666666666667	147.1	NA	NA	NA	14.5	27.8247162673392	NA	NA	NA	NA	NA	NA	41.199213	91.487157	134.920485255404	26000	0	0	2022-05-11 00:00:00	52	17.5	NA	NA	-32.6303583828942	-6.17219893749574	17.643	161.375	75	NA	NA	NA	NA	LC_4352
22-C-1584482	Crawfordsville	1584482	A	Low	Non-Irrigated	2	9	7	B73 X MO17	Hybrid	NA	NA	Check	NA	130	248	NA	2022-10-07	18.05	14.1	NA	NA	NA	4.39425	17.3136666666667	2.572	21.2666666666667	537.666666666667	145.833333333333	NA	NA	NA	14.5	27.1233725976441	NA	NA	NA	NA	NA	NA	41.199209	91.48712	163.119338727207	31000	0	0	2022-05-11 00:00:00	62	17.5	NA	NA	-32.3493809030505	-6.01662385053637	17.35625	171.55	75	NA	NA	NA	NA	LC_4352
22-C-1584500	Crawfordsville	1584500	A	Low	Non-Irrigated	2	2	8	PHN46 X W606S	Hybrid	NA	NA	Cob broke in pieces during shelling;Check	NA	109	246	NA	2022-10-07	17.96	14.2	NA	NA	NA	4.64625	17.0636666666667	2.85166666666667	20.8333333333333	411	124.333333333333	NA	NA	NA	14.5	30.2514193025142	NA	NA	NA	NA	NA	NA	41.199269	91.487374	162.117053689168	29000	0	0	2022-05-11 00:00:00	58	17.5	NA	NA	-27.5801578899151	-6.71050070314235	17.128	152.85	75	NA	NA	NA	NA	LC_4352
22-C-1584516	Crawfordsville	1584516	A	Low	Non-Irrigated	2	3	8	PHW52 X PHN82	Hybrid	NA	NA	Cob broke in pieces during shelling;Check	NA	85	207	NA	2022-10-07	21.42	12.9	NA	NA	NA	4.555	17.4036666666667	2.59933333333333	21.5333333333333	533.666666666667	166.566666666667	NA	NA	NA	14.5	31.211742660837	NA	NA	NA	NA	NA	NA	41.199264	91.487338	196.278487912088	29500	0	0	2022-05-11 00:00:00	59	17.5	NA	NA	-36.9485385994385	-6.92352378502908	17.67375	188.7	75	NA	NA	NA	NA	LC_4352
22-C-1584481	Crawfordsville	1584481	A	Low	Non-Irrigated	2	4	8	WF9 X H95	Hybrid	NA	NA	Check	NA	107	249	NA	2022-10-07	14.84	12.6	NA	NA	NA	4.36025	15.693	2.54333333333333	21.7	544	130.8	NA	NA	NA	18.5	24.0441176470588	NA	NA	NA	NA	NA	NA	41.199268	91.487301	136.452160270499	33500	0	0	2022-05-11 00:00:00	67	17.5	NA	NA	-29.0146218659589	-5.33357019594833	16.209	164.95	75	NA	NA	NA	NA	LC_4352
22-C-1584434	Crawfordsville	1584434	A	Low	Non-Irrigated	2	5	8	PHP02 X LH145	Hybrid	NA	NA	Check	NA	112	236	NA	2022-10-07	13.8	9.6	NA	NA	NA	4.04	14.9696666666667	2.37666666666667	14.7	352	92.1333333333333	NA	NA	NA	14.5	26.1742424242424	NA	NA	NA	NA	NA	NA	41.199264	91.487265	131.244949160729	7500	0	0	2022-05-11 00:00:00	15	17.5	NA	NA	-20.4374145865215	-5.8060836893527	14.67975	112.6	75	NA	NA	NA	NA	LC_4352
22-C-1584515	Crawfordsville	1584515	A	Low	Non-Irrigated	2	6	8	PHT69 X 3IIH6	Hybrid	NA	NA	Check	NA	111	217	NA	2022-10-07	19.25	11.7	NA	NA	NA	4.47275	16.8343333333333	2.41233333333333	20.3	407.666666666667	137.266666666667	NA	NA	NA	13	33.6713000817661	NA	NA	NA	NA	NA	NA	41.199267	91.487229	178.824294167371	19500	0	0	2022-05-11 00:00:00	39	17.5	NA	NA	-30.4490858420028	-7.46911345265808	17.705	167.65	75	NA	NA	NA	NA	LC_4352
22-C-1584494	Crawfordsville	1584494	A	Low	Non-Irrigated	2	8	8	LH82 X PHB47	Hybrid	NA	NA	Check	NA	81	212	NA	2022-10-07	14.2	10.3	NA	NA	NA	4.409	16.4563333333333	2.65766666666667	17.4666666666667	610.333333333333	133.8	NA	NA	NA	17	21.9224467504096	NA	NA	NA	NA	NA	NA	41.199268	91.487156	134.003416012559	29500	0	5.08474576271186	2022-05-11 00:00:00	59	17.5	NA	NA	-29.680094844536	-4.86293197889721	16.82775	149.55	75	NA	NA	NA	NA	LC_4352
22-C-1584436	Crawfordsville	1584436	A	Low	Non-Irrigated	2	9	8	LH123HT X PHB47	Hybrid	NA	NA	Check	NA	115	268	NA	2022-10-07	15.07	12.3	NA	NA	NA	4.56825	18.371	2.60966666666667	27.3	584.666666666667	171.966666666667	NA	NA	NA	14	29.4127708095781	NA	NA	NA	NA	NA	NA	41.199264	91.48712	139.042615239705	31000	0	0	2022-05-11 00:00:00	62	17.5	NA	NA	-38.1463899608772	-6.52446806628458	18.43275	195.475	75	NA	NA	NA	NA	LC_4352
22-C-1584506	Crawfordsville	1584506	A	NA	Non-Irrigated	2	2	9	NA	Hybrid	NA	NA		NA	106	222	NA	NA	NA	NA	NA	NA	NA	4.57325	17.3373333333333	2.50533333333333	21.9333333333333	529.666666666667	186.633333333333	NA	NA	NA	15	35.2359974826935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-41.3998134116983	-7.81620139931371	17.48725	208.525	NA	NA	NA	NA	NA	NA
22-C-1584430	Crawfordsville	1584430	A	Low	Non-Irrigated	2	4	9	PHK76 X W606S	Hybrid	NA	NA	Check	NA	105	239	NA	2022-10-07	15.69	12.1	NA	NA	NA	4.33125	17.43	2.68533333333333	21.7666666666667	457.333333333333	126.766666666667	NA	NA	NA	13	27.7186588921283	NA	NA	NA	NA	NA	NA	41.199323	91.487301	145.093147107837	29500	0	0	2022-05-11 00:00:00	59	17.5	NA	NA	-28.1199304169831	-6.14867283170185	18.023	153.625	75	NA	NA	NA	NA	LC_4352
22-C-1584458	Crawfordsville	1584458	A	Low	Non-Irrigated	2	5	9	B73 X PHN82	Hybrid	NA	NA	Check	NA	124	235	NA	2022-10-07	20.64	15.5	NA	NA	NA	4.92475	15.721	2.818	26.4333333333333	602.666666666667	169.266666666667	NA	NA	NA	18.5	28.0862831858407	NA	NA	NA	NA	NA	NA	41.19932	91.487265	183.485387755102	30500	0	4.91803278688524	2022-05-11 00:00:00	61	17.5	NA	NA	-37.5474642801578	-6.23022084294654	16.66725	206.8	75	NA	NA	NA	NA	LC_4352
22-C-1584445	Crawfordsville	1584445	A	Low	Non-Irrigated	2	6	9	LH195 X PHZ51	Hybrid	NA	NA	Check	NA	120	263	NA	2022-10-07	17.17	13.6	NA	NA	NA	4.1375	18.2886666666667	2.578	27.2666666666667	523	151.4	NA	NA	NA	15.5	28.9483747609943	NA	NA	NA	NA	NA	NA	41.199322	91.487228	156.06988837097	31500	0	23.8095238095238	2022-05-11 00:00:00	63	17.5	NA	NA	-33.5842029855213	-6.42145372572108	18.25375	174.125	75	NA	NA	NA	NA	LC_4352
22-C-1584459	Crawfordsville	1584459	A	Low	Non-Irrigated	2	7	9	2369 X LH123HT	Hybrid	NA	NA	Check	NA	116	264	NA	2022-10-07	18.68	15.2	NA	NA	NA	4.377	15.421	2.63766666666667	23.2	446.666666666667	128.933333333333	NA	NA	NA	14.5	28.865671641791	NA	NA	NA	NA	NA	NA	41.199318	91.487192	166.650954812221	30000	0	0	2022-05-11 00:00:00	60	17.5	NA	NA	-28.6005497903999	-6.40310816202982	15.675	157.05	75	NA	NA	NA	NA	LC_4352
22-C-1584505	Crawfordsville	1584505	A	Low	Non-Irrigated	2	8	9	LH195 X LH123HT	Hybrid	NA	NA	Check	NA	115	262	NA	2022-10-07	15.8	16.5	NA	NA	NA	4.33225	17.5216666666667	2.55466666666667	24.1333333333333	542	167	NA	NA	NA	14.5	30.8118081180812	NA	NA	NA	NA	NA	NA	41.199323	91.487156	138.796541480497	31500	0	0	2022-05-11 00:00:00	63	17.5	NA	NA	-37.0446624741218	-6.83480857456123	17.70525	192.8	75	NA	NA	NA	NA	LC_4352
22-C-1584480	Crawfordsville	1584480	A	Low	Non-Irrigated	2	9	9	PHK56 X PHJ89	Hybrid	NA	NA	Check	NA	83	227	NA	2022-10-07	19.83	13.5	NA	NA	NA	4.43525	14.0203333333333	2.243	15.1333333333333	436	132.133333333333	NA	NA	NA	13.5	30.3058103975535	NA	NA	NA	NA	NA	NA	41.199319	91.487119	180.457070885159	28500	0	0	2022-05-11 00:00:00	57	17.5	NA	NA	-29.3103876342154	-6.72256597115032	14.77825	157.15	75	NA	NA	NA	NA	LC_4352
22-C-1584474	Crawfordsville	1584474	A	Low	Non-Irrigated	2	2	10	2FACC X 3IIH6	Hybrid	NA	NA	Check	NA	89	228	NA	2022-10-07	17.44	11.6	NA	NA	NA	4.67175	15.251	2.60033333333333	21.2333333333333	400.666666666667	116.633333333333	NA	NA	NA	16	29.1098169717138	NA	NA	NA	NA	NA	NA	41.199379	91.487373	162.193642700157	32000	0	0	2022-05-11 00:00:00	64	17.5	NA	NA	-25.872110578234	-6.45726553533295	15.33425	142.075	75	NA	NA	NA	NA	LC_4352
22-C-1584463	Crawfordsville	1584463	A	Low	Non-Irrigated	2	3	10	PHJ40 X LH82	Hybrid	NA	NA	Severe bend in ear. String used to measure ear length;Check	NA	88	192	NA	2022-10-07	14.6	8.8	NA	NA	NA	4.39625	13.152	2.51966666666667	19.2	431	117.766666666667	NA	NA	NA	16.5	27.3240525908739	NA	NA	NA	NA	NA	NA	41.199374	91.487337	140.082142736384	36000	0	0	2022-05-11 00:00:00	72	17.5	NA	NA	-26.123511481252	-6.06113955481485	15.36725	144.15	75	NA	NA	NA	NA	LC_4352
22-C-1584437	Crawfordsville	1584437	A	NA	Non-Irrigated	2	4	10	NA	Hybrid	NA	NA		NA	100	227	NA	NA	NA	NA	NA	NA	NA	4.65775	17.351	2.554	24.3333333333333	536.666666666667	192.666666666667	NA	NA	NA	15	35.9006211180124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-42.7381535130587	-7.96363108938983	17.879	223.85	NA	NA	NA	NA	NA	NA
22-C-1584435	Crawfordsville	1584435	A	Low	Non-Irrigated	2	5	10	PHZ51 X LH145	Hybrid	NA	NA	Check	NA	105	250	NA	2022-10-07	11.94	6.7	NA	NA	NA	3.9525	18.0026666666667	2.56266666666667	21.9666666666667	471	107.233333333333	NA	NA	NA	15.5	22.7671620665251	NA	NA	NA	NA	NA	NA	41.199374	91.487264	117.198229972226	9000	0	27.7777777777778	2022-05-11 00:00:00	18	17.5	NA	NA	-23.7869619120259	-5.05031038471888	18.079	133.45	75	NA	NA	NA	NA	LC_4352
22-C-1584485	Crawfordsville	1584485	A	Low	Non-Irrigated	2	6	10	B73 X PHM49	Hybrid	NA	NA	Check	NA	113	250	NA	2022-10-07	22.03	14.6	NA	NA	NA	4.54475	17.7836666666667	2.457	22.7333333333333	595	174.366666666667	NA	NA	NA	15.5	29.3053221288515	NA	NA	NA	NA	NA	NA	41.199377	91.487228	197.928097379544	33000	0	0	2022-05-11 00:00:00	66	17.5	NA	NA	-38.6787683437388	-6.50063333508215	17.996	200.625	75	NA	NA	NA	NA	LC_4352
22-C-1584483	Crawfordsville	1584483	A	Low	Non-Irrigated	2	7	10	PHP02 X LH82	Hybrid	NA	NA	Check	NA	93	190	NA	2022-10-07	16.8	13	NA	NA	NA	4.54225	13.038	2.52066666666667	12.7666666666667	408.666666666667	100.366666666667	NA	NA	NA	18	24.5595432300163	NA	NA	NA	NA	NA	NA	41.199373	91.487192	153.767168216399	30500	0	0	2022-05-11 00:00:00	61	17.5	NA	NA	-22.2637682055052	-5.44790412859017	13.9505	116.9	75	NA	NA	NA	NA	LC_4352
22-C-1584493	Crawfordsville	1584493	A	Low	Non-Irrigated	2	8	10	B105 X 3IIH6	Hybrid	NA	NA	Cob broke in pieces during shelling;Check	NA	95	208	NA	2022-10-07	15.31	12.5	NA	NA	NA	4.68025	19.0203333333333	2.678	21.2333333333333	534.666666666667	147.066666666667	NA	NA	NA	16	27.5062344139651	NA	NA	NA	NA	NA	NA	41.199378	91.487155	140.93482671175	30500	0	0	2022-05-11 00:00:00	61	17.5	NA	NA	-32.6229642386877	-6.10155191496654	19.397	175.95	75	NA	NA	NA	NA	LC_4352
22-C-1584473	Crawfordsville	1584473	A	NA	Non-Irrigated	2	9	10	NA	Hybrid	NA	NA		NA	89	231	NA	NA	NA	NA	NA	NA	NA	4.64625	17.1983333333333	2.45966666666667	21	566	192.6	NA	NA	NA	15	34.0282685512367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-42.7233652246459	-7.5482977428703	17.5955	212.5	NA	NA	NA	NA	NA	NA
22-C-1584508	Crawfordsville	1584508	A	Low	Non-Irrigated	2	2	11	NA	Hybrid	NA	NA	Check;Solar panel	NA	115	239	NA	2022-10-07	21.42	14	NA	NA	NA	4.52175	15.566	2.448	18.4666666666667	485.333333333333	153.766666666667	NA	NA	NA	15	31.6826923076923	NA	NA	NA	NA	NA	NA	41.199434	91.487373	193.799655114117	30000	0	0	2022-05-11 00:00:00	60	17.5	NA	NA	-34.1091872241765	-7.02799187311328	16.19675	181.8	75	NA	NA	NA	NA	LC_4352
22-C-1584477	Crawfordsville	1584477	A	Low	Non-Irrigated	2	3	11	PHK76 X LH145	Hybrid	NA	NA	Check	NA	106	222	NA	2022-10-07	14.39	13.2	NA	NA	NA	3.88575	18.1253333333333	2.407	19.0333333333333	429	104.866666666667	NA	NA	NA	14	24.4444444444444	NA	NA	NA	NA	NA	NA	41.199429	91.487336	131.4061227388	35000	0	0	2022-05-11 00:00:00	70	17.5	NA	NA	-23.2619776733707	-5.42237241803513	18.13425	128.775	75	NA	NA	NA	NA	LC_4352
22-C-1584468	Crawfordsville	1584468	A	Low	Non-Irrigated	2	4	11	PHK56 X LH82	Hybrid	NA	NA	Check;Missing one harvest row	NA	107	218	NA	2022-10-07	NA	10.4	NA	NA	NA	4.72025	17.9546666666667	2.58366666666667	28.6666666666667	704.666666666667	205.8	NA	NA	NA	17	29.205298013245	NA	NA	NA	NA	NA	NA	41.199433	91.487301	132.15728419273	30000	0	0	2022-05-11 00:00:00	60	17.5	NA	NA	-45.6514463303849	-6.47844555303475	18.3685	236.625	75	NA	NA	NA	NA	LC_4352
22-C-1584460	Crawfordsville	1584460	A	Low	Non-Irrigated	2	5	11	PHP02 X LH185	Hybrid	NA	NA	Check	NA	103	220	NA	2022-10-07	19.01	12.5	NA	NA	NA	4.61075	16.5243333333333	2.576	16.9	564.666666666667	157.766666666667	NA	NA	NA	15.5	27.939787485242	NA	NA	NA	NA	NA	NA	41.199428	91.487264	174.994843617921	28000	0	0	2022-05-11 00:00:00	56	17.5	NA	NA	-34.9964845289459	-6.19772453287117	16.58825	169.925	75	NA	NA	NA	NA	LC_4352
22-C-1584503	Crawfordsville	1584503	A	Low	Non-Irrigated	2	6	11	PHK56 X 3IIH6	Hybrid	NA	NA	Check	NA	109	246	NA	2022-10-07	19.14	12.1	NA	NA	NA	4.4395	15.144	2.28133333333333	18.2	420	122.3	NA	NA	NA	13	29.1190476190476	NA	NA	NA	NA	NA	NA	41.199432	91.487228	176.996993986234	20000	0	2.5	2022-05-11 00:00:00	40	17.5	NA	NA	-27.129115093324	-6.45931311745809	15.769	153.05	75	NA	NA	NA	NA	LC_4352
22-C-1584502	Crawfordsville	1584502	A	Low	Non-Irrigated	2	8	11	PHB47 X LH185	Hybrid	NA	NA	Check	NA	100	223	NA	2022-10-07	15.56	12.4	NA	NA	NA	4.42925	15.0706666666667	2.47266666666667	14.8	418.666666666667	114.633333333333	NA	NA	NA	13.5	27.3805732484076	NA	NA	NA	NA	NA	NA	41.199431	91.487155	143.39987769593	26500	0	0	2022-05-11 00:00:00	53	17.5	NA	NA	-25.4284619258493	-6.07367721158821	16.63	162.2175	75	NA	NA	NA	NA	LC_4352
22-C-1584464	Crawfordsville	1584464	A	Low	Non-Irrigated	2	9	11	LH185 X LH82	Hybrid	NA	NA	Check	NA	88	199	NA	2022-10-07	19.67	13.7	NA	NA	NA	4.54425	16.2913333333333	2.63566666666667	14.6666666666667	551.666666666667	131.233333333333	NA	NA	NA	17	23.7885196374622	NA	NA	NA	NA	NA	NA	41.199427	91.487118	178.587162806424	32000	0	0	2022-05-11 00:00:00	64	17.5	NA	NA	-29.1107457406423	-5.27687233969346	16.24675	148.625	75	NA	NA	NA	NA	LC_4352
22-C-1584490	Crawfordsville	1584490	A	Low	Non-Irrigated	2	2	12	LH123HT X 3IIH6	Hybrid	NA	NA	Check	NA	131	264	NA	2022-10-07	18.57	12.3	NA	NA	NA	4.4335	16.9476666666667	2.584	21.3333333333333	487.666666666667	123.633333333333	NA	NA	NA	15.5	25.352016404648	NA	NA	NA	NA	NA	NA	41.199489	91.487373	171.335193430745	30500	0	0	2022-05-11 00:00:00	61	17.5	NA	NA	-27.4248808615804	-5.62369395657835	17.2435	145.1	75	NA	NA	NA	NA	LC_4352
22-C-1584479	Crawfordsville	1584479	A	Low	Non-Irrigated	2	3	12	B37 X MO17	Hybrid	NA	NA	Check	NA	119	246	NA	2022-10-07	19.52	12.7	NA	NA	NA	4.18375	15.8523333333333	2.607	21.5666666666667	447	113	NA	NA	NA	12.5	25.2796420581655	NA	NA	NA	NA	NA	NA	41.199485	91.487336	179.27888361309	31500	0	0	2022-05-11 00:00:00	63	17.5	NA	NA	-25.0661488597351	-5.60763956593627	16.32425	132.6	75	NA	NA	NA	NA	LC_4352
22-C-1584486	Crawfordsville	1584486	A	Low	Non-Irrigated	2	4	12	2369 X PHN82	Hybrid	NA	NA	Check	NA	99	215	NA	2022-10-07	21	15	NA	NA	NA	4.584	16.071	2.67733333333333	21.6	530	143.333333333333	NA	NA	NA	16	27.0440251572327	NA	NA	NA	NA	NA	NA	41.199487	91.4873	187.790363482671	32500	0	6.15384615384615	2022-05-11 00:00:00	65	17.5	NA	NA	-31.7948200875697	-5.99902265803201	16.2635	168.85	75	NA	NA	NA	NA	LC_4352
22-C-1584452	Crawfordsville	1584452	A	Low	Non-Irrigated	2	5	12	LH82 X W606S	Hybrid	NA	NA	Check	NA	88	213	NA	2022-10-07	17.25	13.4	NA	NA	NA	4.451	17.2366666666667	2.8	19.4333333333333	629.333333333333	137.2	NA	NA	NA	19	21.8008474576271	NA	NA	NA	NA	NA	NA	41.199483	91.487264	157.160019321338	29000	0	1.72413793103448	2022-05-11 00:00:00	58	17.5	NA	NA	-30.4342975535899	-4.83595829771026	17.218	152.225	75	NA	NA	NA	NA	LC_4352
22-C-1584465	Crawfordsville	1584465	A	Low	Non-Irrigated	2	6	12	PHP02 X PHK56	Hybrid	NA	NA	Check	NA	113	235	NA	2022-10-07	18.7	12.6	NA	NA	NA	4.89125	15.7156666666667	2.55733333333333	26.3666666666667	580	185.5	NA	NA	NA	16	31.9827586206897	NA	NA	NA	NA	NA	NA	41.199486	91.487227	171.944433764038	33000	0	0	2022-05-11 00:00:00	66	17.5	NA	NA	-41.1484125086803	-7.09455388080694	16.51775	211.675	75	NA	NA	NA	NA	LC_4352
22-C-1584470	Crawfordsville	1584470	A	Low	Non-Irrigated	2	7	12	B73 X PHZ51	Hybrid	NA	NA	Check	NA	114	262	NA	2022-10-07	19.13	13	NA	NA	NA	4.245	16.28	2.617	23.6666666666667	489.666666666667	133	NA	NA	NA	15	27.1613342409803	NA	NA	NA	NA	NA	NA	41.199483	91.487191	175.093209998792	31500	0	7.93650793650793	2022-05-11 00:00:00	63	17.5	NA	NA	-29.5026353835821	-6.02504466649055	17.17925	160.7	75	NA	NA	NA	NA	LC_4352
22-C-1584514	Crawfordsville	1584514	A	Low	Non-Irrigated	2	8	12	PHP02 X PHN46	Hybrid	NA	NA	Check	NA	119	220	NA	2022-10-07	15.11	14.5	NA	NA	NA	4.843	13.9396666666667	2.605	15.7	412	124.466666666667	NA	NA	NA	14	30.210355987055	NA	NA	NA	NA	NA	NA	41.199488	91.487155	135.914459123294	28500	0	0	2022-05-11 00:00:00	57	17.5	NA	NA	-27.6097344667407	-6.7013918608594	14.58725	151.125	75	NA	NA	NA	NA	LC_4352
22-C-1584476	Crawfordsville	1584476	A	Low	Non-Irrigated	2	9	12	PHG39 X PHM49	Hybrid	NA	NA	Check	NA	115	230	NA	2022-10-07	19.65	15.4	NA	NA	NA	4.44375	21.0876666666667	2.375	28.7333333333333	637.666666666667	211.233333333333	NA	NA	NA	14	33.1259801359122	NA	NA	NA	NA	NA	NA	41.199482	91.487118	174.891217002777	31000	0	0	2022-05-11 00:00:00	62	17.5	NA	NA	-46.85669183603	-7.34814822310977	20.07425	218.825	75	NA	NA	NA	NA	LC_4352
22-C-1584342	Crawfordsville	1584342	A	Low	Non-Irrigated	1	2	13	PHK76 X W606S	Hybrid	NA	NA	Check	NA	94	230	NA	2022-10-07	14.37	9.3	NA	NA	NA	4.1595	17.4083333333333	2.50266666666667	19.9	439.333333333333	107.433333333333	NA	NA	NA	13.5	24.453717754173	NA	NA	NA	NA	NA	NA	41.199544	91.487372	137.119473590146	29500	0	0	2022-05-11 00:00:00	59	17.5	NA	NA	-23.8313267772644	-5.42442946371724	17.575	130.3	75	NA	NA	NA	NA	LC_4352
22-C-1584343	Crawfordsville	1584343	A	Low	Non-Irrigated	1	3	13	PHP02 X PHJ89	Hybrid	NA	NA	Check	NA	75	225	NA	2022-10-07	17.68	13.1	NA	NA	NA	4.551	17.212	2.42066666666667	19	556	165.133333333333	NA	NA	NA	14.5	29.7002398081535	NA	NA	NA	NA	NA	NA	41.199538	91.487336	161.635637048666	30500	0	0	2022-05-11 00:00:00	61	17.5	NA	NA	-36.6305903985628	-6.58823568319475	17.809	189.825	75	NA	NA	NA	NA	LC_4352
22-C-1584344	Crawfordsville	1584344	A	Low	Non-Irrigated	1	4	13	LH195 X 3IIH6	Hybrid	NA	NA	Check	NA	110	240	NA	2022-10-07	17.67	12.2	NA	NA	NA	4.5495	16.4923333333333	2.32866666666667	19.5666666666667	557.666666666667	147.733333333333	NA	NA	NA	17	26.4913329348476	NA	NA	NA	NA	NA	NA	41.199542	91.4873	163.217284289337	30000	0	25	2022-05-11 00:00:00	60	17.5	NA	NA	-32.770847122816	-5.87642207820968	17.061	171	75	NA	NA	NA	NA	LC_4352
22-C-1584345	Crawfordsville	1584345	A	Low	Non-Irrigated	1	5	13	PHK56 X W606S	Hybrid	NA	NA	Check	NA	107	245	NA	2022-10-07	18.38	13.6	NA	NA	NA	4.4435	15.822	2.55233333333333	21.0333333333333	504.666666666667	134.866666666667	NA	NA	NA	14.5	26.7239101717305	NA	NA	NA	NA	NA	NA	41.199538	91.487263	167.068407003985	18500	0	0	2022-05-11 00:00:00	37	17.5	NA	NA	-29.9167074591411	-5.92801336706891	16.53225	165.5	75	NA	NA	NA	NA	LC_4352
22-C-1584346	Crawfordsville	1584346	A	Low	Non-Irrigated	1	6	13	PHP02 X LH145	Hybrid	NA	NA	Severe bend in ear. String used to measure ear length;Check	NA	103	231	NA	2022-10-07	16.75	12.1	NA	NA	NA	4.277	14.515	2.34066666666667	15.7333333333333	405.666666666667	110.366666666667	NA	NA	NA	15	27.2062448644207	NA	NA	NA	NA	NA	NA	41.199541	91.487227	154.895488467576	9000	0	0	2022-05-11 00:00:00	18	17.5	NA	NA	-24.4820114674286	-6.03500693527411	16.466	136.95	75	NA	NA	NA	NA	LC_4352
22-C-1584347	Crawfordsville	1584347	A	Low	Non-Irrigated	1	7	13	PHZ51 X LH145	Hybrid	NA	NA	Check	NA	98	249	NA	2022-10-07	13.57	8.2	NA	NA	NA	4.06325	18.3596666666667	2.41566666666667	23.1333333333333	556	123.366666666667	NA	NA	NA	16	22.1882494004796	NA	NA	NA	NA	NA	NA	41.199538	91.487191	131.056211955078	32500	0	3.07692307692307	2022-05-11 00:00:00	65	17.5	NA	NA	-27.3657277079291	-4.92189347264913	18.6465	152.525	75	NA	NA	NA	NA	LC_4352
22-C-1584348	Crawfordsville	1584348	A	Low	Non-Irrigated	1	8	13	LH123HT X PHB47	Hybrid	NA	NA	Check	NA	115	265	NA	2022-10-07	15.13	12.4	NA	NA	NA	4.2985	17.5196666666667	2.371	22.6	486.666666666667	141.766666666667	NA	NA	NA	12.5	29.1301369863014	NA	NA	NA	NA	NA	NA	41.199541	91.487154	139.437027605362	28000	0	3.57142857142857	2022-05-11 00:00:00	56	17.5	NA	NA	-31.4472953098683	-6.46177300887705	17.878	167.675	75	NA	NA	NA	NA	LC_4352
22-C-1584349	Crawfordsville	1584349	A	Low	Non-Irrigated	1	9	13	LH185 X LH145	Hybrid	NA	NA	Check	NA	74	210	NA	2022-10-07	13.52	9.5	NA	NA	NA	3.82175	19.0583333333333	2.29933333333333	16.5	493.333333333333	108.9	NA	NA	NA	14	22.0743243243243	NA	NA	NA	NA	NA	NA	41.199538	91.487118	128.724244897959	32000	0	0	2022-05-11 00:00:00	64	17.5	NA	NA	-24.1566691223465	-4.89662211939457	18.56025	122.525	75	NA	NA	NA	NA	LC_4352
22-C-1584350	Crawfordsville	1584350	A	Low	Non-Irrigated	1	2	14	NA	Hybrid	NA	NA	Check;Solar panel	NA	106	236	NA	2022-10-07	22.39	14.3	NA	NA	NA	4.57625	17.0116666666667	2.426	21.4666666666667	512	182.133333333333	NA	NA	NA	14.5	35.5729166666667	NA	NA	NA	NA	NA	NA	41.199598	91.487372	201.869170100229	29000	0	1.72413793103448	2022-05-11 00:00:00	58	17.5	NA	NA	-40.4016039438327	-7.89093827027982	17.692	208.825	75	NA	NA	NA	NA	LC_4352
22-C-1584351	Crawfordsville	1584351	A	Low	Non-Irrigated	1	3	14	PHP02 X W606S	Hybrid	NA	NA	Check	NA	120	247	NA	2022-10-07	15.66	11.8	NA	NA	NA	4.6285	17.582	2.68233333333333	20.1666666666667	578	138.2	NA	NA	NA	16	23.9100346020761	NA	NA	NA	NA	NA	NA	41.199593	91.487336	145.309973964497	32000	0	1.5625	2022-05-11 00:00:00	64	17.5	NA	NA	-30.6561218797823	-5.30382731484123	17.80075	162.6	75	NA	NA	NA	NA	LC_4352
